From Marzo et al. (2004) Adv. Space Res., 33, 2246-2251
selenite
  Wavelength
  (microns)       n           k       Q/a theor   Q/a experim
  0.2174D+01  0.1390D+01  0.3604D-02  0.2843D+03  0.3082D+03
  0.2176D+01  0.1390D+01  0.3623D-02  0.2853D+03  0.3090D+03
  0.2179D+01  0.1389D+01  0.3640D-02  0.2865D+03  0.3098D+03
  0.2181D+01  0.1389D+01  0.3658D-02  0.2876D+03  0.3109D+03
  0.2183D+01  0.1389D+01  0.3678D-02  0.2888D+03  0.3124D+03
  0.2186D+01  0.1389D+01  0.3697D-02  0.2901D+03  0.3139D+03
  0.2188D+01  0.1389D+01  0.3719D-02  0.2914D+03  0.3150D+03
  0.2191D+01  0.1389D+01  0.3740D-02  0.2927D+03  0.3164D+03
  0.2193D+01  0.1389D+01  0.3763D-02  0.2941D+03  0.3166D+03
  0.2195D+01  0.1389D+01  0.3784D-02  0.2955D+03  0.3172D+03
  0.2198D+01  0.1389D+01  0.3806D-02  0.2970D+03  0.3179D+03
  0.2200D+01  0.1389D+01  0.3831D-02  0.2985D+03  0.3193D+03
  0.2203D+01  0.1389D+01  0.3854D-02  0.3001D+03  0.3199D+03
  0.2205D+01  0.1389D+01  0.3880D-02  0.3017D+03  0.3221D+03
  0.2207D+01  0.1389D+01  0.3905D-02  0.3033D+03  0.3231D+03
  0.2210D+01  0.1389D+01  0.3932D-02  0.3050D+03  0.3238D+03
  0.2212D+01  0.1389D+01  0.3958D-02  0.3067D+03  0.3242D+03
  0.2215D+01  0.1388D+01  0.3983D-02  0.3085D+03  0.3253D+03
  0.2217D+01  0.1388D+01  0.4013D-02  0.3103D+03  0.3266D+03
  0.2220D+01  0.1388D+01  0.4040D-02  0.3121D+03  0.3274D+03
  0.2222D+01  0.1388D+01  0.4070D-02  0.3140D+03  0.3277D+03
  0.2225D+01  0.1388D+01  0.4098D-02  0.3159D+03  0.3279D+03
  0.2227D+01  0.1388D+01  0.4126D-02  0.3178D+03  0.3286D+03
  0.2230D+01  0.1388D+01  0.4158D-02  0.3198D+03  0.3292D+03
  0.2232D+01  0.1388D+01  0.4187D-02  0.3218D+03  0.3285D+03
  0.2235D+01  0.1388D+01  0.4220D-02  0.3238D+03  0.3292D+03
  0.2237D+01  0.1388D+01  0.4250D-02  0.3258D+03  0.3305D+03
  0.2240D+01  0.1388D+01  0.4284D-02  0.3279D+03  0.3315D+03
  0.2242D+01  0.1388D+01  0.4314D-02  0.3300D+03  0.3328D+03
  0.2245D+01  0.1388D+01  0.4345D-02  0.3321D+03  0.3330D+03
  0.2247D+01  0.1388D+01  0.4380D-02  0.3342D+03  0.3338D+03
  0.2250D+01  0.1388D+01  0.4412D-02  0.3364D+03  0.3347D+03
  0.2252D+01  0.1387D+01  0.4447D-02  0.3386D+03  0.3357D+03
  0.2255D+01  0.1387D+01  0.4479D-02  0.3407D+03  0.3366D+03
  0.2257D+01  0.1387D+01  0.4515D-02  0.3429D+03  0.3379D+03
  0.2260D+01  0.1387D+01  0.4547D-02  0.3451D+03  0.3393D+03
  0.2262D+01  0.1387D+01  0.4580D-02  0.3473D+03  0.3404D+03
  0.2265D+01  0.1387D+01  0.4616D-02  0.3495D+03  0.3414D+03
  0.2267D+01  0.1387D+01  0.4648D-02  0.3516D+03  0.3422D+03
  0.2270D+01  0.1387D+01  0.4684D-02  0.3538D+03  0.3434D+03
  0.2273D+01  0.1387D+01  0.4717D-02  0.3560D+03  0.3445D+03
  0.2275D+01  0.1387D+01  0.4753D-02  0.3581D+03  0.3450D+03
  0.2278D+01  0.1387D+01  0.4785D-02  0.3603D+03  0.3458D+03
  0.2280D+01  0.1387D+01  0.4817D-02  0.3624D+03  0.3453D+03
  0.2283D+01  0.1387D+01  0.4853D-02  0.3645D+03  0.3460D+03
  0.2286D+01  0.1387D+01  0.4884D-02  0.3666D+03  0.3461D+03
  0.2288D+01  0.1387D+01  0.4919D-02  0.3686D+03  0.3476D+03
  0.2291D+01  0.1386D+01  0.4951D-02  0.3707D+03  0.3489D+03
  0.2294D+01  0.1386D+01  0.4985D-02  0.3727D+03  0.3500D+03
  0.2296D+01  0.1386D+01  0.5015D-02  0.3746D+03  0.3511D+03
  0.2299D+01  0.1386D+01  0.5045D-02  0.3765D+03  0.3519D+03
  0.2302D+01  0.1386D+01  0.5078D-02  0.3784D+03  0.3532D+03
  0.2304D+01  0.1386D+01  0.5107D-02  0.3803D+03  0.3537D+03
  0.2307D+01  0.1386D+01  0.5139D-02  0.3821D+03  0.3553D+03
  0.2309D+01  0.1386D+01  0.5167D-02  0.3838D+03  0.3569D+03
  0.2312D+01  0.1386D+01  0.5198D-02  0.3855D+03  0.3582D+03
  0.2315D+01  0.1386D+01  0.5225D-02  0.3872D+03  0.3596D+03
  0.2317D+01  0.1386D+01  0.5252D-02  0.3888D+03  0.3605D+03
  0.2320D+01  0.1386D+01  0.5281D-02  0.3904D+03  0.3620D+03
  0.2323D+01  0.1386D+01  0.5306D-02  0.3919D+03  0.3635D+03
  0.2326D+01  0.1386D+01  0.5334D-02  0.3933D+03  0.3646D+03
  0.2328D+01  0.1385D+01  0.5358D-02  0.3947D+03  0.3661D+03
  0.2331D+01  0.1385D+01  0.5381D-02  0.3961D+03  0.3680D+03
  0.2334D+01  0.1385D+01  0.5407D-02  0.3974D+03  0.3698D+03
  0.2336D+01  0.1385D+01  0.5430D-02  0.3987D+03  0.3710D+03
  0.2339D+01  0.1385D+01  0.5454D-02  0.3999D+03  0.3730D+03
  0.2342D+01  0.1385D+01  0.5476D-02  0.4011D+03  0.3753D+03
  0.2345D+01  0.1385D+01  0.5499D-02  0.4023D+03  0.3767D+03
  0.2347D+01  0.1385D+01  0.5520D-02  0.4034D+03  0.3788D+03
  0.2350D+01  0.1385D+01  0.5540D-02  0.4045D+03  0.3810D+03
  0.2353D+01  0.1385D+01  0.5562D-02  0.4055D+03  0.3828D+03
  0.2356D+01  0.1385D+01  0.5581D-02  0.4065D+03  0.3844D+03
  0.2356D+01  0.1385D+01  0.5586D-02  0.4067D+03  0.3848D+03
  0.2357D+01  0.1385D+01  0.5590D-02  0.4069D+03  0.3853D+03
  0.2357D+01  0.1385D+01  0.5594D-02  0.4071D+03  0.3858D+03
  0.2358D+01  0.1385D+01  0.5598D-02  0.4073D+03  0.3863D+03
  0.2359D+01  0.1385D+01  0.5603D-02  0.4075D+03  0.3867D+03
  0.2359D+01  0.1385D+01  0.5607D-02  0.4077D+03  0.3871D+03
  0.2360D+01  0.1385D+01  0.5611D-02  0.4079D+03  0.3877D+03
  0.2360D+01  0.1385D+01  0.5613D-02  0.4081D+03  0.3883D+03
  0.2361D+01  0.1385D+01  0.5617D-02  0.4083D+03  0.3886D+03
  0.2361D+01  0.1385D+01  0.5622D-02  0.4085D+03  0.3890D+03
  0.2362D+01  0.1385D+01  0.5626D-02  0.4087D+03  0.3896D+03
  0.2362D+01  0.1384D+01  0.5630D-02  0.4088D+03  0.3900D+03
  0.2363D+01  0.1384D+01  0.5634D-02  0.4090D+03  0.3902D+03
  0.2364D+01  0.1384D+01  0.5638D-02  0.4092D+03  0.3904D+03
  0.2364D+01  0.1384D+01  0.5642D-02  0.4094D+03  0.3908D+03
  0.2364D+01  0.1384D+01  0.5645D-02  0.4096D+03  0.3914D+03
  0.2365D+01  0.1384D+01  0.5649D-02  0.4098D+03  0.3919D+03
  0.2366D+01  0.1384D+01  0.5653D-02  0.4100D+03  0.3925D+03
  0.2366D+01  0.1384D+01  0.5657D-02  0.4102D+03  0.3932D+03
  0.2367D+01  0.1384D+01  0.5661D-02  0.4104D+03  0.3939D+03
  0.2367D+01  0.1384D+01  0.5665D-02  0.4105D+03  0.3944D+03
  0.2368D+01  0.1384D+01  0.5669D-02  0.4107D+03  0.3948D+03
  0.2369D+01  0.1384D+01  0.5674D-02  0.4109D+03  0.3954D+03
  0.2369D+01  0.1384D+01  0.5678D-02  0.4111D+03  0.3960D+03
  0.2370D+01  0.1384D+01  0.5680D-02  0.4113D+03  0.3967D+03
  0.2370D+01  0.1384D+01  0.5684D-02  0.4115D+03  0.3972D+03
  0.2371D+01  0.1384D+01  0.5688D-02  0.4117D+03  0.3976D+03
  0.2371D+01  0.1384D+01  0.5692D-02  0.4118D+03  0.3980D+03
  0.2372D+01  0.1384D+01  0.5696D-02  0.4120D+03  0.3984D+03
  0.2373D+01  0.1384D+01  0.5701D-02  0.4122D+03  0.3988D+03
  0.2373D+01  0.1384D+01  0.5705D-02  0.4124D+03  0.3993D+03
  0.2374D+01  0.1384D+01  0.5709D-02  0.4126D+03  0.4000D+03
  0.2374D+01  0.1384D+01  0.5713D-02  0.4128D+03  0.4006D+03
  0.2375D+01  0.1384D+01  0.5715D-02  0.4130D+03  0.4012D+03
  0.2375D+01  0.1384D+01  0.5719D-02  0.4131D+03  0.4018D+03
  0.2376D+01  0.1384D+01  0.5723D-02  0.4133D+03  0.4023D+03
  0.2376D+01  0.1384D+01  0.5728D-02  0.4135D+03  0.4028D+03
  0.2377D+01  0.1384D+01  0.5732D-02  0.4137D+03  0.4032D+03
  0.2378D+01  0.1384D+01  0.5736D-02  0.4139D+03  0.4035D+03
  0.2378D+01  0.1384D+01  0.5740D-02  0.4141D+03  0.4040D+03
  0.2379D+01  0.1384D+01  0.5745D-02  0.4143D+03  0.4044D+03
  0.2379D+01  0.1384D+01  0.5747D-02  0.4145D+03  0.4049D+03
  0.2380D+01  0.1384D+01  0.5751D-02  0.4147D+03  0.4055D+03
  0.2380D+01  0.1384D+01  0.5755D-02  0.4149D+03  0.4063D+03
  0.2381D+01  0.1384D+01  0.5759D-02  0.4151D+03  0.4069D+03
  0.2381D+01  0.1384D+01  0.5764D-02  0.4152D+03  0.4074D+03
  0.2382D+01  0.1384D+01  0.5768D-02  0.4154D+03  0.4080D+03
  0.2383D+01  0.1384D+01  0.5772D-02  0.4156D+03  0.4087D+03
  0.2383D+01  0.1384D+01  0.5777D-02  0.4158D+03  0.4093D+03
  0.2384D+01  0.1384D+01  0.5781D-02  0.4160D+03  0.4097D+03
  0.2384D+01  0.1384D+01  0.5783D-02  0.4162D+03  0.4103D+03
  0.2385D+01  0.1384D+01  0.5788D-02  0.4164D+03  0.4111D+03
  0.2385D+01  0.1384D+01  0.5792D-02  0.4166D+03  0.4118D+03
  0.2386D+01  0.1384D+01  0.5797D-02  0.4168D+03  0.4124D+03
  0.2387D+01  0.1384D+01  0.5801D-02  0.4170D+03  0.4130D+03
  0.2387D+01  0.1384D+01  0.5805D-02  0.4172D+03  0.4138D+03
  0.2388D+01  0.1384D+01  0.5810D-02  0.4174D+03  0.4144D+03
  0.2388D+01  0.1384D+01  0.5814D-02  0.4177D+03  0.4150D+03
  0.2389D+01  0.1384D+01  0.5819D-02  0.4179D+03  0.4160D+03
  0.2389D+01  0.1384D+01  0.5821D-02  0.4181D+03  0.4170D+03
  0.2390D+01  0.1384D+01  0.5826D-02  0.4183D+03  0.4178D+03
  0.2391D+01  0.1383D+01  0.5830D-02  0.4185D+03  0.4184D+03
  0.2391D+01  0.1383D+01  0.5835D-02  0.4187D+03  0.4191D+03
  0.2392D+01  0.1383D+01  0.5840D-02  0.4189D+03  0.4198D+03
  0.2392D+01  0.1383D+01  0.5844D-02  0.4191D+03  0.4204D+03
  0.2393D+01  0.1383D+01  0.5849D-02  0.4194D+03  0.4210D+03
  0.2394D+01  0.1383D+01  0.5854D-02  0.4196D+03  0.4219D+03
  0.2394D+01  0.1383D+01  0.5856D-02  0.4198D+03  0.4229D+03
  0.2395D+01  0.1383D+01  0.5861D-02  0.4200D+03  0.4238D+03
  0.2395D+01  0.1383D+01  0.5866D-02  0.4203D+03  0.4245D+03
  0.2396D+01  0.1383D+01  0.5871D-02  0.4205D+03  0.4251D+03
  0.2396D+01  0.1383D+01  0.5876D-02  0.4207D+03  0.4255D+03
  0.2397D+01  0.1383D+01  0.5881D-02  0.4210D+03  0.4260D+03
  0.2398D+01  0.1383D+01  0.5886D-02  0.4212D+03  0.4266D+03
  0.2398D+01  0.1383D+01  0.5891D-02  0.4214D+03  0.4274D+03
  0.2399D+01  0.1383D+01  0.5896D-02  0.4217D+03  0.4283D+03
  0.2399D+01  0.1383D+01  0.5898D-02  0.4219D+03  0.4292D+03
  0.2400D+01  0.1383D+01  0.5903D-02  0.4222D+03  0.4301D+03
  0.2400D+01  0.1383D+01  0.5909D-02  0.4224D+03  0.4310D+03
  0.2401D+01  0.1383D+01  0.5914D-02  0.4227D+03  0.4319D+03
  0.2402D+01  0.1383D+01  0.5919D-02  0.4229D+03  0.4327D+03
  0.2402D+01  0.1383D+01  0.5924D-02  0.4232D+03  0.4335D+03
  0.2403D+01  0.1383D+01  0.5930D-02  0.4234D+03  0.4343D+03
  0.2403D+01  0.1383D+01  0.5935D-02  0.4237D+03  0.4353D+03
  0.2404D+01  0.1383D+01  0.5940D-02  0.4240D+03  0.4364D+03
  0.2404D+01  0.1383D+01  0.5943D-02  0.4242D+03  0.4373D+03
  0.2405D+01  0.1383D+01  0.5949D-02  0.4245D+03  0.4381D+03
  0.2406D+01  0.1383D+01  0.5954D-02  0.4248D+03  0.4390D+03
  0.2406D+01  0.1383D+01  0.5960D-02  0.4250D+03  0.4399D+03
  0.2407D+01  0.1383D+01  0.5965D-02  0.4253D+03  0.4406D+03
  0.2407D+01  0.1383D+01  0.5971D-02  0.4256D+03  0.4414D+03
  0.2408D+01  0.1383D+01  0.5977D-02  0.4259D+03  0.4422D+03
  0.2409D+01  0.1383D+01  0.5983D-02  0.4262D+03  0.4430D+03
  0.2409D+01  0.1383D+01  0.5986D-02  0.4265D+03  0.4437D+03
  0.2410D+01  0.1383D+01  0.5991D-02  0.4267D+03  0.4445D+03
  0.2410D+01  0.1383D+01  0.5997D-02  0.4270D+03  0.4453D+03
  0.2411D+01  0.1383D+01  0.6003D-02  0.4273D+03  0.4460D+03
  0.2411D+01  0.1383D+01  0.6009D-02  0.4277D+03  0.4466D+03
  0.2412D+01  0.1383D+01  0.6015D-02  0.4280D+03  0.4473D+03
  0.2413D+01  0.1383D+01  0.6022D-02  0.4283D+03  0.4482D+03
  0.2413D+01  0.1383D+01  0.6028D-02  0.4286D+03  0.4490D+03
  0.2414D+01  0.1383D+01  0.6034D-02  0.4289D+03  0.4495D+03
  0.2414D+01  0.1382D+01  0.6037D-02  0.4292D+03  0.4501D+03
  0.2415D+01  0.1382D+01  0.6044D-02  0.4295D+03  0.4509D+03
  0.2415D+01  0.1382D+01  0.6050D-02  0.4299D+03  0.4515D+03
  0.2416D+01  0.1382D+01  0.6057D-02  0.4302D+03  0.4520D+03
  0.2417D+01  0.1382D+01  0.6063D-02  0.4306D+03  0.4524D+03
  0.2417D+01  0.1382D+01  0.6070D-02  0.4309D+03  0.4530D+03
  0.2418D+01  0.1382D+01  0.6076D-02  0.4312D+03  0.4534D+03
  0.2418D+01  0.1382D+01  0.6083D-02  0.4316D+03  0.4540D+03
  0.2419D+01  0.1382D+01  0.6090D-02  0.4319D+03  0.4548D+03
  0.2419D+01  0.1382D+01  0.6093D-02  0.4323D+03  0.4556D+03
  0.2420D+01  0.1382D+01  0.6100D-02  0.4326D+03  0.4561D+03
  0.2421D+01  0.1382D+01  0.6107D-02  0.4330D+03  0.4565D+03
  0.2421D+01  0.1382D+01  0.6114D-02  0.4334D+03  0.4569D+03
  0.2422D+01  0.1382D+01  0.6121D-02  0.4337D+03  0.4575D+03
  0.2423D+01  0.1382D+01  0.6129D-02  0.4341D+03  0.4582D+03
  0.2423D+01  0.1382D+01  0.6136D-02  0.4345D+03  0.4588D+03
  0.2424D+01  0.1382D+01  0.6143D-02  0.4349D+03  0.4593D+03
  0.2424D+01  0.1382D+01  0.6151D-02  0.4353D+03  0.4599D+03
  0.2425D+01  0.1382D+01  0.6154D-02  0.4357D+03  0.4604D+03
  0.2425D+01  0.1382D+01  0.6162D-02  0.4361D+03  0.4611D+03
  0.2426D+01  0.1382D+01  0.6169D-02  0.4365D+03  0.4620D+03
  0.2427D+01  0.1382D+01  0.6177D-02  0.4369D+03  0.4627D+03
  0.2427D+01  0.1382D+01  0.6185D-02  0.4373D+03  0.4633D+03
  0.2428D+01  0.1382D+01  0.6193D-02  0.4377D+03  0.4639D+03
  0.2428D+01  0.1382D+01  0.6201D-02  0.4381D+03  0.4647D+03
  0.2429D+01  0.1382D+01  0.6209D-02  0.4385D+03  0.4654D+03
  0.2429D+01  0.1382D+01  0.6213D-02  0.4390D+03  0.4659D+03
  0.2430D+01  0.1382D+01  0.6221D-02  0.4394D+03  0.4663D+03
  0.2431D+01  0.1382D+01  0.6229D-02  0.4399D+03  0.4666D+03
  0.2431D+01  0.1382D+01  0.6237D-02  0.4403D+03  0.4671D+03
  0.2432D+01  0.1382D+01  0.6246D-02  0.4408D+03  0.4676D+03
  0.2433D+01  0.1382D+01  0.6254D-02  0.4412D+03  0.4682D+03
  0.2433D+01  0.1382D+01  0.6263D-02  0.4417D+03  0.4688D+03
  0.2434D+01  0.1382D+01  0.6271D-02  0.4421D+03  0.4694D+03
  0.2434D+01  0.1382D+01  0.6280D-02  0.4426D+03  0.4699D+03
  0.2435D+01  0.1382D+01  0.6284D-02  0.4431D+03  0.4703D+03
  0.2435D+01  0.1381D+01  0.6293D-02  0.4436D+03  0.4707D+03
  0.2436D+01  0.1381D+01  0.6302D-02  0.4441D+03  0.4714D+03
  0.2437D+01  0.1381D+01  0.6311D-02  0.4445D+03  0.4721D+03
  0.2437D+01  0.1381D+01  0.6320D-02  0.4450D+03  0.4726D+03
  0.2438D+01  0.1381D+01  0.6329D-02  0.4455D+03  0.4732D+03
  0.2438D+01  0.1381D+01  0.6339D-02  0.4461D+03  0.4737D+03
  0.2439D+01  0.1381D+01  0.6348D-02  0.4466D+03  0.4742D+03
  0.2440D+01  0.1381D+01  0.6357D-02  0.4471D+03  0.4747D+03
  0.2440D+01  0.1381D+01  0.6362D-02  0.4476D+03  0.4752D+03
  0.2441D+01  0.1381D+01  0.6372D-02  0.4481D+03  0.4757D+03
  0.2441D+01  0.1381D+01  0.6381D-02  0.4487D+03  0.4761D+03
  0.2442D+01  0.1381D+01  0.6391D-02  0.4492D+03  0.4763D+03
  0.2443D+01  0.1381D+01  0.6401D-02  0.4498D+03  0.4766D+03
  0.2443D+01  0.1381D+01  0.6411D-02  0.4503D+03  0.4771D+03
  0.2444D+01  0.1381D+01  0.6421D-02  0.4509D+03  0.4777D+03
  0.2445D+01  0.1381D+01  0.6431D-02  0.4514D+03  0.4781D+03
  0.2445D+01  0.1381D+01  0.6437D-02  0.4520D+03  0.4787D+03
  0.2445D+01  0.1381D+01  0.6447D-02  0.4526D+03  0.4793D+03
  0.2446D+01  0.1381D+01  0.6457D-02  0.4532D+03  0.4797D+03
  0.2447D+01  0.1381D+01  0.6468D-02  0.4538D+03  0.4801D+03
  0.2447D+01  0.1381D+01  0.6478D-02  0.4544D+03  0.4806D+03
  0.2448D+01  0.1381D+01  0.6489D-02  0.4550D+03  0.4813D+03
  0.2449D+01  0.1381D+01  0.6500D-02  0.4555D+03  0.4819D+03
  0.2449D+01  0.1381D+01  0.6511D-02  0.4562D+03  0.4826D+03
  0.2450D+01  0.1381D+01  0.6522D-02  0.4568D+03  0.4835D+03
  0.2450D+01  0.1381D+01  0.6527D-02  0.4574D+03  0.4844D+03
  0.2451D+01  0.1381D+01  0.6539D-02  0.4580D+03  0.4851D+03
  0.2451D+01  0.1381D+01  0.6550D-02  0.4587D+03  0.4855D+03
  0.2452D+01  0.1381D+01  0.6561D-02  0.4593D+03  0.4860D+03
  0.2453D+01  0.1381D+01  0.6573D-02  0.4600D+03  0.4865D+03
  0.2453D+01  0.1381D+01  0.6584D-02  0.4606D+03  0.4871D+03
  0.2454D+01  0.1381D+01  0.6596D-02  0.4613D+03  0.4878D+03
  0.2455D+01  0.1380D+01  0.6608D-02  0.4619D+03  0.4886D+03
  0.2455D+01  0.1380D+01  0.6620D-02  0.4626D+03  0.4894D+03
  0.2456D+01  0.1380D+01  0.6626D-02  0.4633D+03  0.4900D+03
  0.2456D+01  0.1380D+01  0.6638D-02  0.4640D+03  0.4906D+03
  0.2457D+01  0.1380D+01  0.6650D-02  0.4647D+03  0.4912D+03
  0.2458D+01  0.1380D+01  0.6662D-02  0.4654D+03  0.4919D+03
  0.2458D+01  0.1380D+01  0.6675D-02  0.4661D+03  0.4924D+03
  0.2459D+01  0.1380D+01  0.6687D-02  0.4668D+03  0.4930D+03
  0.2459D+01  0.1380D+01  0.6700D-02  0.4675D+03  0.4936D+03
  0.2460D+01  0.1380D+01  0.6713D-02  0.4682D+03  0.4944D+03
  0.2460D+01  0.1380D+01  0.6719D-02  0.4689D+03  0.4951D+03
  0.2461D+01  0.1380D+01  0.6732D-02  0.4697D+03  0.4958D+03
  0.2462D+01  0.1380D+01  0.6745D-02  0.4704D+03  0.4966D+03
  0.2462D+01  0.1380D+01  0.6758D-02  0.4712D+03  0.4974D+03
  0.2463D+01  0.1380D+01  0.6771D-02  0.4720D+03  0.4982D+03
  0.2464D+01  0.1380D+01  0.6785D-02  0.4727D+03  0.4991D+03
  0.2464D+01  0.1380D+01  0.6798D-02  0.4735D+03  0.4999D+03
  0.2465D+01  0.1380D+01  0.6812D-02  0.4742D+03  0.5007D+03
  0.2466D+01  0.1380D+01  0.6826D-02  0.4750D+03  0.5014D+03
  0.2466D+01  0.1380D+01  0.6832D-02  0.4758D+03  0.5021D+03
  0.2467D+01  0.1380D+01  0.6846D-02  0.4766D+03  0.5029D+03
  0.2467D+01  0.1380D+01  0.6860D-02  0.4774D+03  0.5038D+03
  0.2468D+01  0.1380D+01  0.6874D-02  0.4782D+03  0.5048D+03
  0.2469D+01  0.1380D+01  0.6889D-02  0.4790D+03  0.5058D+03
  0.2469D+01  0.1380D+01  0.6903D-02  0.4798D+03  0.5067D+03
  0.2470D+01  0.1380D+01  0.6917D-02  0.4807D+03  0.5075D+03
  0.2470D+01  0.1380D+01  0.6932D-02  0.4815D+03  0.5080D+03
  0.2471D+01  0.1380D+01  0.6946D-02  0.4824D+03  0.5082D+03
  0.2471D+01  0.1380D+01  0.6954D-02  0.4832D+03  0.5085D+03
  0.2472D+01  0.1380D+01  0.6969D-02  0.4841D+03  0.5091D+03
  0.2473D+01  0.1379D+01  0.6984D-02  0.4849D+03  0.5099D+03
  0.2473D+01  0.1379D+01  0.6999D-02  0.4858D+03  0.5106D+03
  0.2474D+01  0.1379D+01  0.7014D-02  0.4867D+03  0.5114D+03
  0.2475D+01  0.1379D+01  0.7029D-02  0.4875D+03  0.5124D+03
  0.2475D+01  0.1379D+01  0.7044D-02  0.4884D+03  0.5132D+03
  0.2476D+01  0.1379D+01  0.7060D-02  0.4893D+03  0.5140D+03
  0.2476D+01  0.1379D+01  0.7068D-02  0.4902D+03  0.5147D+03
  0.2477D+01  0.1379D+01  0.7083D-02  0.4911D+03  0.5153D+03
  0.2478D+01  0.1379D+01  0.7099D-02  0.4920D+03  0.5158D+03
  0.2478D+01  0.1379D+01  0.7115D-02  0.4930D+03  0.5163D+03
  0.2479D+01  0.1379D+01  0.7131D-02  0.4939D+03  0.5169D+03
  0.2480D+01  0.1379D+01  0.7147D-02  0.4948D+03  0.5176D+03
  0.2480D+01  0.1379D+01  0.7163D-02  0.4958D+03  0.5181D+03
  0.2481D+01  0.1379D+01  0.7180D-02  0.4967D+03  0.5185D+03
  0.2482D+01  0.1379D+01  0.7196D-02  0.4976D+03  0.5191D+03
  0.2482D+01  0.1379D+01  0.7204D-02  0.4986D+03  0.5197D+03
  0.2482D+01  0.1379D+01  0.7221D-02  0.4996D+03  0.5199D+03
  0.2483D+01  0.1379D+01  0.7238D-02  0.5005D+03  0.5200D+03
  0.2484D+01  0.1379D+01  0.7255D-02  0.5015D+03  0.5203D+03
  0.2484D+01  0.1379D+01  0.7272D-02  0.5025D+03  0.5210D+03
  0.2485D+01  0.1379D+01  0.7289D-02  0.5035D+03  0.5216D+03
  0.2486D+01  0.1379D+01  0.7306D-02  0.5045D+03  0.5222D+03
  0.2486D+01  0.1379D+01  0.7323D-02  0.5055D+03  0.5230D+03
  0.2487D+01  0.1379D+01  0.7340D-02  0.5065D+03  0.5237D+03
  0.2487D+01  0.1379D+01  0.7349D-02  0.5075D+03  0.5244D+03
  0.2488D+01  0.1379D+01  0.7367D-02  0.5085D+03  0.5249D+03
  0.2489D+01  0.1379D+01  0.7384D-02  0.5095D+03  0.5256D+03
  0.2489D+01  0.1379D+01  0.7402D-02  0.5105D+03  0.5264D+03
  0.2490D+01  0.1379D+01  0.7420D-02  0.5116D+03  0.5271D+03
  0.2491D+01  0.1378D+01  0.7438D-02  0.5126D+03  0.5278D+03
  0.2491D+01  0.1378D+01  0.7456D-02  0.5137D+03  0.5286D+03
  0.2492D+01  0.1378D+01  0.7474D-02  0.5148D+03  0.5293D+03
  0.2493D+01  0.1378D+01  0.7492D-02  0.5158D+03  0.5297D+03
  0.2493D+01  0.1378D+01  0.7502D-02  0.5168D+03  0.5297D+03
  0.2494D+01  0.1378D+01  0.7520D-02  0.5179D+03  0.5298D+03
  0.2494D+01  0.1378D+01  0.7539D-02  0.5190D+03  0.5302D+03
  0.2495D+01  0.1378D+01  0.7557D-02  0.5201D+03  0.5308D+03
  0.2496D+01  0.1378D+01  0.7576D-02  0.5212D+03  0.5315D+03
  0.2496D+01  0.1378D+01  0.7595D-02  0.5223D+03  0.5322D+03
  0.2497D+01  0.1378D+01  0.7614D-02  0.5234D+03  0.5328D+03
  0.2498D+01  0.1378D+01  0.7633D-02  0.5244D+03  0.5333D+03
  0.2498D+01  0.1378D+01  0.7642D-02  0.5256D+03  0.5338D+03
  0.2499D+01  0.1378D+01  0.7661D-02  0.5267D+03  0.5341D+03
  0.2499D+01  0.1378D+01  0.7681D-02  0.5278D+03  0.5345D+03
  0.2500D+01  0.1378D+01  0.7700D-02  0.5289D+03  0.5349D+03
  0.2501D+01  0.1378D+01  0.7719D-02  0.5301D+03  0.5353D+03
  0.2501D+01  0.1378D+01  0.7739D-02  0.5312D+03  0.5357D+03
  0.2502D+01  0.1378D+01  0.7758D-02  0.5323D+03  0.5361D+03
  0.2503D+01  0.1378D+01  0.7778D-02  0.5335D+03  0.5366D+03
  0.2503D+01  0.1378D+01  0.7798D-02  0.5346D+03  0.5372D+03
  0.2504D+01  0.1378D+01  0.7808D-02  0.5358D+03  0.5380D+03
  0.2504D+01  0.1378D+01  0.7828D-02  0.5369D+03  0.5386D+03
  0.2505D+01  0.1378D+01  0.7848D-02  0.5381D+03  0.5389D+03
  0.2506D+01  0.1378D+01  0.7868D-02  0.5392D+03  0.5389D+03
  0.2506D+01  0.1378D+01  0.7888D-02  0.5404D+03  0.5391D+03
  0.2507D+01  0.1378D+01  0.7908D-02  0.5416D+03  0.5396D+03
  0.2508D+01  0.1377D+01  0.7928D-02  0.5428D+03  0.5403D+03
  0.2508D+01  0.1377D+01  0.7949D-02  0.5439D+03  0.5411D+03
  0.2509D+01  0.1377D+01  0.7969D-02  0.5451D+03  0.5419D+03
  0.2509D+01  0.1377D+01  0.7979D-02  0.5463D+03  0.5427D+03
  0.2510D+01  0.1377D+01  0.8000D-02  0.5475D+03  0.5433D+03
  0.2511D+01  0.1377D+01  0.8020D-02  0.5487D+03  0.5436D+03
  0.2511D+01  0.1377D+01  0.8041D-02  0.5499D+03  0.5441D+03
  0.2512D+01  0.1377D+01  0.8062D-02  0.5511D+03  0.5449D+03
  0.2513D+01  0.1377D+01  0.8083D-02  0.5523D+03  0.5458D+03
  0.2513D+01  0.1377D+01  0.8103D-02  0.5535D+03  0.5466D+03
  0.2514D+01  0.1377D+01  0.8124D-02  0.5547D+03  0.5475D+03
